Email,Courses 1,Course 1 Section,Course 1 HW_No,Course 1 HW_Grade,Courses 2,Course 2 Section,Course 2 HW_No,Course 2 HW_Grade,Courses 3,Course 3 Section,Course 3 HW_No,Course 3 HW_Grade
wsm1648@lionstate.edu,CMPSC465,2,1,90,STAT318,2,1,65,CMPSC448,2,1,89
lwi5095@lionstate.edu,PHYS211,2,1,63,EE311,2,1,74,CMPEN270,1,1,80
msh2018@lionstate.edu,CHEM112,1,1,61,STAT414,2,1,98,EE212,2,1,86
mja9753@lionstate.edu,IST558,1,1,80,CHEM112,2,1,71,EE352,1,1,68
jco7511@lionstate.edu,ECON101,1,1,93,CMPEN331,1,1,91,CMPSC132,1,1,75
mja4678@lionstate.edu,STAT415,1,1,90,CMPSC221,1,1,78,CMPEN454,2,1,100
jzi6855@lionstate.edu,CMPEN411,2,1,68,STAT414,2,1,81,CMPSC461,2,1,73
vol8061@lionstate.edu,CSE543,2,1,67,CMPSC497,2,1,94,CMPEN351,2,1,60
kst3418@lionstate.edu,CMPEN362,1,1,62,ECON102,2,1,67,PHYS211,2,1,82
mty4698@lionstate.edu,IST558,2,1,93,CMPSC475,2,1,100,CMPSC132,2,1,86
wsc7930@lionstate.edu,MATH231,1,1,66,EE311,1,1,63,EE353,2,1,76
mda7609@lionstate.edu,DS220,1,1,86,CMPEN454,1,1,78,CMPSC465,1,1,97
thi1019@lionstate.edu,CSE583,2,1,89,CHEM111,2,1,100,PHYS212,1,1,95
mhe4861@lionstate.edu,ECON102,1,1,76,CMPEN454,2,1,75,ECON201,2,1,85
vko8312@lionstate.edu,IST558,2,1,85,EE340,1,1,73,CMPSC131,1,1,86
mha1378@lionstate.edu,EE311,1,1,84,EE212,2,1,69,CMPSC461,1,1,76
wwi6147@lionstate.edu,PHYS211,2,1,74,CHEM112,1,1,86,CMPSC431W,2,1,69
mke9858@lionstate.edu,EE311,1,1,99,STAT318,1,1,77,CMPEN411,2,1,76
ubr7160@lionstate.edu,MATH141,2,1,73,PHYS212,2,1,61,EE210,1,1,67
lhe8423@lionstate.edu,STAT415,2,1,82,EE212,1,1,77,PHYS214,1,1,98
kfe1479@lionstate.edu,IST128,1,1,77,CSE543,1,1,67,ECON102,2,1,62
sbr8378@lionstate.edu,CHEM112,1,1,93,EE352,1,1,77,CMPSC431W,2,1,100
mno6831@lionstate.edu,IST110,2,1,74,CMPSC448,1,1,87,CMPSC311,1,1,61
ugr7753@lionstate.edu,CMPEN454,1,1,75,STAT415,1,1,87,CHEM110,2,1,90
tku9442@lionstate.edu,EE211,1,1,81,EE311,2,1,61,CHEM110,1,1,66
ibe6293@lionstate.edu,EE320,1,1,86,STAT318,1,1,78,ECON101,2,1,87
osa9043@lionstate.edu,PHYS214,2,1,88,CMPSC465,2,1,100,CHEM112,2,1,90
nef4231@lionstate.edu,CHEM112,1,1,86,CSE543,2,1,78,ECON101,2,1,96
vgr9708@lionstate.edu,CMPEN331,2,1,82,EE212,2,1,92,MATH140,1,1,79
mra2135@lionstate.edu,CMPSC431W,1,1,96,PHYS211,2,1,90,EE211,2,1,75
kma6272@lionstate.edu,ECON101,2,1,74,PHYS211,1,1,65,CMPSC311,1,1,64
sja8550@lionstate.edu,EE211,1,1,74,DS220,1,1,64,EE340,1,1,62
wra7675@lionstate.edu,EE320,2,1,65,MATH140,2,1,79,CMPSC461,2,1,89
mro4234@lionstate.edu,CMPEN351,2,1,86,EE212,1,1,75,MATH231,2,1,91
mal5609@lionstate.edu,CMPEN454,2,1,81,CMPSC475,2,1,97,CMPSC461,2,1,95
mgr9180@lionstate.edu,EE320,1,1,91,EE210,2,1,79,DS120,1,1,62
lha7423@lionstate.edu,STAT415,2,1,92,CMPSC431W,2,1,62,IST128,1,1,84
zri4748@lionstate.edu,EE340,1,1,72,EE352,2,1,85,IST110,1,1,96
jgu4126@lionstate.edu,MATH141,1,1,64,CMPEN431,2,1,80,CMPEN270,1,1,78
oko6508@lionstate.edu,MATH141,2,1,90,CHEM112,2,1,80,EE340,1,1,64
mwe9386@lionstate.edu,CMPSC132,1,1,93,STAT319,1,1,75,CMPEN362,2,1,83
sma8371@lionstate.edu,CMPSC131,1,1,92,ECON201,1,1,74,CHEM112,1,1,96
mni4053@lionstate.edu,CMPEN431,1,1,64,EE340,2,1,65,IST110,1,1,96
rma4418@lionstate.edu,CMPSC311,2,1,78,IST128,2,1,99,CMPSC431W,1,1,93
jli6782@lionstate.edu,CMPEN362,2,1,80,EE352,2,1,76,CMPEN270,1,1,77
mli4220@lionstate.edu,PHYS213,1,1,78,CSE583,2,1,92,CHEM112,1,1,68
phe8657@lionstate.edu,STAT318,2,1,76,EE311,2,1,96,DS220,2,1,60
mal7301@lionstate.edu,ECON201,1,1,98,EE210,1,1,96,CMPEN431,1,1,80
ppu8310@lionstate.edu,CMPSC221,1,1,70,IST558,2,1,71,MATH140,1,1,61
vke5227@lionstate.edu,PHYS212,1,1,84,CHEM112,1,1,77,PHYS211,1,1,81
rob6329@lionstate.edu,ECON102,1,1,95,CMPSC475,2,1,83,PHYS213,2,1,94
tfa8623@lionstate.edu,CMPSC431W,1,1,100,IST110,2,1,71,IST128,1,1,93
pmi9309@lionstate.edu,CMPSC465,2,1,94,CMPSC431W,2,1,69,CMPSC221,1,1,96
kru3278@lionstate.edu,MATH231,2,1,64,CMPEN441,1,1,100,EE352,1,1,99
mty9244@lionstate.edu,CMPEN362,1,1,63,PHYS213,1,1,69,CMPSC360,1,1,81
twi9118@lionstate.edu,PHYS211,2,1,77,PHYS214,1,1,65,PHYS212,2,1,86
ole5149@lionstate.edu,CMPEN270,2,1,77,CMPEN454,1,1,70,CMPEN411,1,1,84
jwa8464@lionstate.edu,CMPSC431W,1,1,76,CMPSC475,2,1,81,CMPSC360,2,1,75
oku5496@lionstate.edu,EE210,2,1,83,CSE543,1,1,86,ECON102,1,1,82
psh1860@lionstate.edu,EE210,1,1,84,STAT414,1,1,63,CHEM110,2,1,70
mpa1813@lionstate.edu,CMPEN454,1,1,86,EE320,1,1,86,EE353,2,1,100
smu1729@lionstate.edu,STAT415,2,1,69,EE211,1,1,75,EE311,1,1,87
tdi3644@lionstate.edu,EE210,2,1,82,IST558,2,1,81,IST128,1,1,86
sma4679@lionstate.edu,CMPSC360,2,1,98,PHYS212,1,1,82,EE211,2,1,82
jpa9861@lionstate.edu,ECON102,2,1,86,DS220,2,1,61,DS120,1,1,75
mga8559@lionstate.edu,EE311,2,1,95,CMPSC311,1,1,84,CMPEN441,2,1,84
sgu3389@lionstate.edu,ECON102,2,1,63,EE340,1,1,78,EE353,2,1,92
lor8820@lionstate.edu,IST128,2,1,76,PHYS211,2,1,60,MATH231,2,1,61
mlu8397@lionstate.edu,CMPEN454,2,1,61,CMPEN431,2,1,83,CMPSC448,2,1,67
jst3903@lionstate.edu,CSE543,2,1,65,IST128,1,1,82,DS220,2,1,87
mer6665@lionstate.edu,CMPSC221,2,1,60,CMPSC465,1,1,92,EE352,1,1,65
mbr3753@lionstate.edu,CMPSC431W,2,1,76,CMPEN270,1,1,86,CMPSC131,1,1,85
sgo5481@lionstate.edu,MATH141,1,1,96,EE353,2,1,63,EE320,2,1,100
lto2510@lionstate.edu,CSE583,1,1,69,CMPSC221,2,1,82,CMPSC448,2,1,67
ptu5897@lionstate.edu,STAT414,2,1,86,CMPEN454,1,1,83,EE211,2,1,82
wcr6243@lionstate.edu,PHYS211,1,1,92,ECON102,1,1,86,EE340,1,1,74
mma8740@lionstate.edu,CMPEN270,1,1,60,CMPEN351,2,1,90,CMPSC461,1,1,81
mam7283@lionstate.edu,EE353,2,1,97,PHYS214,2,1,80,MATH231,2,1,95
jni8513@lionstate.edu,MATH141,1,1,80,CMPSC475,1,1,90,EE352,2,1,82
mha9412@lionstate.edu,CMPSC475,1,1,98,CMPEN270,1,1,97,IST558,2,1,100
jhi5936@lionstate.edu,CHEM112,1,1,82,CMPSC311,1,1,69,PHYS211,1,1,79
spa3052@lionstate.edu,CMPSC465,2,1,63,CMPSC311,1,1,100,STAT414,1,1,71
vno9310@lionstate.edu,CMPEN441,2,1,94,CMPEN454,2,1,61,STAT318,2,1,95
mja6189@lionstate.edu,CHEM111,2,1,74,ECON201,1,1,66,EE211,1,1,100
mhe4177@lionstate.edu,CSE543,2,1,96,IST558,2,1,65,CMPSC360,1,1,71
mpr9723@lionstate.edu,EE210,1,1,83,STAT415,2,1,90,CMPSC465,1,1,94
mja3480@lionstate.edu,MATH141,2,1,80,CMPEN331,2,1,97,STAT319,2,1,72
mpe6095@lionstate.edu,PHYS211,2,1,79,EE212,1,1,89,CMPSC475,2,1,60
mre4504@lionstate.edu,CHEM110,2,1,69,ECON102,1,1,95,CHEM111,2,1,100
kke9934@lionstate.edu,EE320,1,1,62,EE353,1,1,71,PHYS212,1,1,82
jma6502@lionstate.edu,CMPSC497,1,1,91,STAT414,1,1,74,CMPEN270,2,1,84
mmu3939@lionstate.edu,EE212,1,1,72,CMPEN351,1,1,77,PHYS211,2,1,88
jre6232@lionstate.edu,CHEM111,1,1,85,PHYS211,2,1,75,EE311,1,1,86
rqu7150@lionstate.edu,CMPEN362,1,1,90,MATH141,2,1,66,PHYS212,2,1,97
tfa8479@lionstate.edu,CMPSC221,1,1,74,CHEM110,1,1,89,STAT415,1,1,82
obo2257@lionstate.edu,IST558,1,1,60,EE311,2,1,77,STAT319,1,1,94
jdi5599@lionstate.edu,PHYS214,2,1,71,CMPSC431W,1,1,78,PHYS212,1,1,88
nbo5422@lionstate.edu,CMPEN454,2,1,81,EE330,1,1,72,IST110,1,1,100
jsm3398@lionstate.edu,STAT415,2,1,81,EE353,2,1,62,EE210,1,1,67
mtr9030@lionstate.edu,STAT415,2,1,96,CMPSC431W,2,1,74,CMPSC131,1,1,89
tbe7837@lionstate.edu,EE353,1,1,76,CHEM111,2,1,90,CSE543,1,1,81
jfe5900@lionstate.edu,EE340,2,1,67,EE311,1,1,60,STAT318,1,1,77
mja9711@lionstate.edu,EE352,1,1,66,MATH231,2,1,76,CSE583,1,1,83
sle7671@lionstate.edu,CHEM110,2,1,96,ECON102,1,1,73,CMPEN362,2,1,84
wgu6997@lionstate.edu,IST128,2,1,96,DS220,1,1,66,CMPSC221,2,1,60
lba8615@lionstate.edu,STAT319,1,1,91,IST558,2,1,62,CMPEN362,1,1,72
kwe2447@lionstate.edu,CMPEN411,2,1,78,CSE543,1,1,78,CSE583,2,1,71
ldu5279@lionstate.edu,CMPSC431W,2,1,75,CMPEN362,1,1,74,IST110,1,1,85
nbe7364@lionstate.edu,CMPEN411,1,1,87,STAT415,1,1,94,CMPEN441,2,1,83
rke3219@lionstate.edu,EE320,2,1,60,CMPSC132,2,1,81,CMPSC448,1,1,81
vpr8721@lionstate.edu,DS120,1,1,60,STAT415,2,1,64,CHEM111,1,1,79
mbr8262@lionstate.edu,MATH140,2,1,92,IST128,2,1,66,CMPEN331,2,1,78
rha9484@lionstate.edu,EE352,1,1,83,EE340,1,1,70,CMPEN441,2,1,95
lwi3851@lionstate.edu,MATH230,2,1,93,CMPEN431,2,1,89,CSE583,1,1,98
mei3995@lionstate.edu,STAT415,2,1,70,EE210,2,1,66,EE211,1,1,71
mpf9660@lionstate.edu,CMPSC465,1,1,61,CMPEN331,2,1,74,CSE583,2,1,97
ust9264@lionstate.edu,CMPSC475,2,1,82,CMPSC360,2,1,66,MATH140,1,1,84
mad9712@lionstate.edu,MATH140,2,1,76,ECON101,1,1,75,IST128,1,1,78
mko2134@lionstate.edu,CMPSC132,1,1,91,EE311,2,1,75,IST128,1,1,71
mad4966@lionstate.edu,MATH141,2,1,90,CMPSC497,1,1,71,ECON201,2,1,92
vyu4473@lionstate.edu,STAT319,2,1,92,PHYS213,1,1,73,IST558,2,1,94
lwe4861@lionstate.edu,EE311,2,1,83,CSE543,2,1,66,ECON102,1,1,91
nmo8196@lionstate.edu,IST558,1,1,87,CMPSC475,2,1,84,CMPEN431,1,1,77
nba2747@lionstate.edu,STAT319,2,1,72,CHEM110,2,1,76,EE320,2,1,63
msc4941@lionstate.edu,EE340,2,1,98,CMPEN331,2,1,94,EE352,1,1,72
mke8007@lionstate.edu,CMPSC448,1,1,88,CMPSC461,2,1,62,CMPSC360,1,1,67
rwa1680@lionstate.edu,ECON102,2,1,93,ECON101,1,1,79,DS120,1,1,89
mru5673@lionstate.edu,CMPEN441,1,1,98,PHYS214,2,1,72,STAT319,1,1,92
kzi2319@lionstate.edu,IST110,2,1,64,CMPSC131,2,1,94,EE211,2,1,80
mla8288@lionstate.edu,IST128,1,1,87,CMPSC131,1,1,95,PHYS213,1,1,99
jdo5653@lionstate.edu,CMPSC311,1,1,71,CHEM111,1,1,93,CHEM112,1,1,100
lku1009@lionstate.edu,EE210,1,1,92,EE340,1,1,77,STAT319,2,1,76
jko6802@lionstate.edu,EE353,1,1,95,MATH230,1,1,60,EE211,1,1,60
jwe6460@lionstate.edu,STAT415,2,1,97,MATH140,2,1,65,EE330,1,1,66
zwu7682@lionstate.edu,CMPEN454,2,1,63,STAT415,2,1,88,IST110,2,1,66
jkr6557@lionstate.edu,CMPSC465,1,1,68,CMPSC360,1,1,94,CMPEN270,1,1,82
mni2107@lionstate.edu,EE311,2,1,89,CMPEN411,2,1,76,IST128,1,1,93
pha6738@lionstate.edu,EE311,1,1,98,PHYS211,1,1,85,STAT319,2,1,61
jle1023@lionstate.edu,CMPEN351,1,1,69,CSE583,2,1,79,CMPEN331,1,1,88
mje1028@lionstate.edu,CMPEN351,2,1,67,CMPEN454,2,1,64,CMPSC448,2,1,73
nsi9812@lionstate.edu,CSE543,1,1,80,IST558,2,1,63,CMPEN431,1,1,99
lra3866@lionstate.edu,EE311,2,1,83,EE330,2,1,88,CMPEN270,1,1,89
mes5352@lionstate.edu,CMPSC431W,1,1,99,EE212,1,1,83,CMPSC131,1,1,85
mci7103@lionstate.edu,CHEM110,2,1,60,EE210,1,1,74,CMPSC497,2,1,93
jke2667@lionstate.edu,CHEM110,1,1,65,CMPSC131,1,1,70,ECON102,2,1,71
kbr9764@lionstate.edu,STAT414,2,1,84,DS120,2,1,61,EE212,1,1,60
kqu2179@lionstate.edu,MATH231,1,1,89,STAT415,2,1,71,CMPEN441,2,1,79
mja2485@lionstate.edu,CMPEN454,2,1,92,STAT414,2,1,96,IST128,2,1,65
tpr8421@lionstate.edu,CMPSC221,1,1,81,STAT415,2,1,71,DS120,1,1,62
mel3476@lionstate.edu,CMPEN270,1,1,72,STAT415,2,1,85,EE212,1,1,98
kbe8997@lionstate.edu,IST110,2,1,86,CMPSC132,2,1,60,CMPSC475,2,1,62
sro2588@lionstate.edu,EE210,1,1,84,DS220,2,1,83,CMPSC475,1,1,87
jha1078@lionstate.edu,STAT319,2,1,100,MATH231,1,1,98,DS120,2,1,77
spr5193@lionstate.edu,CSE583,2,1,66,CMPSC448,2,1,69,PHYS211,2,1,86
pmu4370@lionstate.edu,MATH140,1,1,67,CMPEN441,2,1,85,STAT318,1,1,84
tle9077@lionstate.edu,DS220,2,1,90,STAT319,1,1,63,IST558,1,1,72
imu2857@lionstate.edu,CMPSC475,2,1,92,CMPSC497,1,1,96,MATH230,2,1,79
sdo9870@lionstate.edu,CMPEN351,2,1,87,EE320,2,1,88,MATH140,1,1,99
pok5286@lionstate.edu,CMPSC448,1,1,96,STAT415,1,1,92,MATH230,1,1,100
wo'7278@lionstate.edu,CMPSC465,1,1,92,EE311,2,1,97,DS120,2,1,70
mci5246@lionstate.edu,ECON201,1,1,95,MATH141,1,1,82,MATH231,1,1,73
mma4189@lionstate.edu,CHEM110,2,1,93,CMPEN454,2,1,64,PHYS211,1,1,87
nbe3401@lionstate.edu,CMPSC475,1,1,71,CMPEN331,2,1,98,CSE583,2,1,70
mmi9822@lionstate.edu,EE353,1,1,63,MATH141,2,1,61,MATH231,2,1,92
vho3800@lionstate.edu,EE210,2,1,99,STAT319,1,1,70,CHEM110,1,1,93
mid8120@lionstate.edu,CMPSC465,2,1,96,DS120,2,1,91,PHYS213,2,1,70
jst5934@lionstate.edu,CMPEN331,2,1,81,MATH140,2,1,97,EE352,1,1,90
mtr4908@lionstate.edu,EE210,1,1,68,STAT319,1,1,87,STAT415,1,1,91
oha3028@lionstate.edu,EE330,2,1,64,EE352,2,1,95,ECON102,1,1,65
jbo2807@lionstate.edu,CHEM112,2,1,94,CMPSC311,1,1,65,EE212,1,1,68
jcr6700@lionstate.edu,CMPSC431W,2,1,63,STAT318,1,1,80,PHYS211,2,1,89
ksa5709@lionstate.edu,CMPSC311,2,1,92,CMPSC131,1,1,75,DS220,2,1,97
sbe8426@lionstate.edu,CMPEN362,2,1,86,EE330,1,1,84,CMPSC461,1,1,96
mru1547@lionstate.edu,CHEM111,2,1,86,CMPEN454,2,1,80,CMPEN351,1,1,96
sni6517@lionstate.edu,EE311,2,1,61,CMPEN351,1,1,64,CMPSC131,1,1,85
mgu2556@lionstate.edu,CHEM111,1,1,60,CMPSC497,2,1,81,STAT414,1,1,72
ora1051@lionstate.edu,STAT414,1,1,74,CMPEN411,2,1,72,STAT319,1,1,91
mde6918@lionstate.edu,CMPEN331,1,1,68,MATH140,1,1,91,CMPSC497,1,1,90
jku6715@lionstate.edu,DS120,1,1,71,DS220,2,1,65,CMPSC221,1,1,90
kda1105@lionstate.edu,CMPSC475,2,1,61,CMPSC132,1,1,77,DS120,1,1,61
mot4366@lionstate.edu,STAT319,1,1,82,CHEM111,1,1,92,CMPSC360,2,1,61
mgu4156@lionstate.edu,CSE543,1,1,87,PHYS211,1,1,87,STAT319,2,1,70
nmo6638@lionstate.edu,STAT414,2,1,75,PHYS212,1,1,95,CMPSC475,2,1,72
sre9441@lionstate.edu,EE330,1,1,78,CMPEN431,2,1,64,EE352,2,1,81
mwa9361@lionstate.edu,CSE583,2,1,75,STAT319,1,1,75,EE340,1,1,68
lto9285@lionstate.edu,PHYS211,1,1,77,ECON102,2,1,83,EE320,2,1,91
mba8566@lionstate.edu,CMPSC497,2,1,66,STAT318,2,1,99,CMPEN431,2,1,79
scr5917@lionstate.edu,CMPEN431,1,1,71,CMPSC311,1,1,93,IST128,1,1,87
mal6483@lionstate.edu,CMPEN331,1,1,92,ECON101,2,1,69,CMPEN454,1,1,79
mbe7846@lionstate.edu,MATH141,2,1,98,CMPEN441,1,1,60,MATH140,1,1,92
tbo6140@lionstate.edu,EE210,2,1,82,CMPSC465,1,1,91,IST558,1,1,69
jgi1267@lionstate.edu,CMPEN454,1,1,96,MATH141,2,1,99,PHYS212,1,1,62
ycr2698@lionstate.edu,DS220,1,1,79,MATH230,2,1,100,MATH140,2,1,94
nla5784@lionstate.edu,CMPSC465,2,1,80,IST558,2,1,95,EE212,1,1,100
mgo7391@lionstate.edu,CMPSC475,2,1,99,DS220,1,1,72,ECON102,1,1,83
tar1494@lionstate.edu,EE340,2,1,62,PHYS212,2,1,62,CMPSC132,1,1,74
jca6758@lionstate.edu,PHYS211,1,1,98,CMPEN270,2,1,60,CHEM110,1,1,92
mro5260@lionstate.edu,EE210,1,1,93,ECON101,2,1,77,CMPSC311,1,1,80
mja5716@lionstate.edu,EE212,2,1,83,CMPSC475,1,1,80,EE352,2,1,87
lmc7976@lionstate.edu,CMPSC131,2,1,89,CMPEN411,2,1,64,CMPSC465,2,1,98
mte9606@lionstate.edu,ECON201,2,1,94,CHEM112,2,1,92,CMPEN331,1,1,80
mor8879@lionstate.edu,ECON201,2,1,87,CMPSC131,2,1,78,ECON101,2,1,63
mlo6731@lionstate.edu,MATH141,1,1,100,IST128,1,1,87,CMPSC465,1,1,79
mgr1249@lionstate.edu,CMPEN362,1,1,80,CMPEN351,1,1,84,CHEM112,2,1,64
lly4642@lionstate.edu,MATH141,1,1,69,MATH140,1,1,66,DS120,2,1,95
mdo7786@lionstate.edu,CMPEN362,1,1,62,CMPSC461,1,1,86,CMPSC311,2,1,83
jdi6068@lionstate.edu,CMPSC360,2,1,71,CMPSC448,1,1,61,EE320,2,1,60
sko1421@lionstate.edu,MATH141,1,1,97,CMPSC448,1,1,62,CHEM112,2,1,91
mtr7454@lionstate.edu,CHEM110,2,1,60,STAT319,1,1,67,EE320,1,1,80
mmc4653@lionstate.edu,CMPSC131,2,1,98,CMPEN441,1,1,97,CMPEN270,2,1,88
nwi5569@lionstate.edu,IST558,1,1,78,CHEM111,1,1,74,CMPEN331,2,1,91
tdo6032@lionstate.edu,CMPSC431W,2,1,65,EE352,1,1,61,IST128,2,1,98
jwo9868@lionstate.edu,CMPSC497,1,1,92,PHYS213,1,1,89,STAT415,2,1,69
spa6019@lionstate.edu,CMPSC221,1,1,99,PHYS214,2,1,88,EE330,1,1,99
mli3321@lionstate.edu,MATH141,1,1,90,EE330,2,1,62,CMPSC448,1,1,75
kcr5457@lionstate.edu,DS120,2,1,91,CMPEN441,2,1,75,ECON101,2,1,61
ld'3923@lionstate.edu,CHEM112,2,1,70,CMPSC132,1,1,99,IST558,2,1,68
oca4581@lionstate.edu,IST128,2,1,62,EE311,2,1,61,MATH141,2,1,71
mab6845@lionstate.edu,EE340,1,1,85,CMPSC431W,1,1,61,EE330,2,1,82
jhe3279@lionstate.edu,MATH231,1,1,76,IST558,1,1,76,MATH140,2,1,75
mde2599@lionstate.edu,CMPEN454,1,1,89,STAT415,2,1,68,CMPEN270,1,1,74
rma3714@lionstate.edu,CMPEN454,2,1,97,CMPSC465,2,1,74,DS220,2,1,91
ogo3872@lionstate.edu,CMPSC475,1,1,77,EE210,1,1,61,ECON101,2,1,69
mar6527@lionstate.edu,CMPEN351,2,1,72,IST110,2,1,72,ECON201,1,1,60
kks7927@lionstate.edu,CMPEN411,2,1,66,STAT319,2,1,87,CMPSC360,2,1,79
jja6275@lionstate.edu,CHEM111,1,1,71,EE340,1,1,85,STAT414,1,1,85
lha1165@lionstate.edu,CMPEN431,1,1,99,PHYS214,2,1,65,MATH141,2,1,83
lro5092@lionstate.edu,EE330,2,1,78,ECON201,2,1,89,EE352,1,1,64
rro8624@lionstate.edu,EE340,2,1,77,STAT319,1,1,70,STAT414,2,1,77
xbe4075@lionstate.edu,CMPSC221,1,1,61,PHYS212,1,1,88,CMPSC461,2,1,96
mbe5897@lionstate.edu,STAT319,1,1,94,CMPSC497,2,1,87,CMPSC221,1,1,71
msp2396@lionstate.edu,PHYS214,2,1,60,CMPSC431W,2,1,78,CMPEN441,2,1,77
lma3997@lionstate.edu,EE353,2,1,71,CHEM111,1,1,79,PHYS212,2,1,64
jad9991@lionstate.edu,EE212,2,1,66,IST110,1,1,69,EE352,2,1,60
zok8115@lionstate.edu,EE320,2,1,76,CMPSC221,2,1,89,CMPSC475,1,1,91
lra5429@lionstate.edu,EE212,1,1,87,IST110,1,1,98,CMPSC221,2,1,64
kto3075@lionstate.edu,ECON102,1,1,86,EE353,1,1,72,EE210,1,1,82
lha1007@lionstate.edu,CMPSC448,1,1,60,STAT318,1,1,76,CHEM110,1,1,100
mja6914@lionstate.edu,CMPEN270,2,1,83,ECON201,1,1,90,MATH141,1,1,82
mo'2102@lionstate.edu,CHEM112,1,1,66,CSE583,2,1,74,PHYS213,2,1,96
mra9348@lionstate.edu,STAT319,1,1,65,CMPSC221,2,1,98,CMPSC461,1,1,73
rra2944@lionstate.edu,CMPEN411,1,1,65,IST558,2,1,78,IST128,1,1,89
sei2746@lionstate.edu,EE211,2,1,85,DS120,2,1,77,CMPEN270,2,1,66
jma9081@lionstate.edu,MATH231,1,1,62,PHYS211,2,1,60,IST558,1,1,77
zgo6248@lionstate.edu,DS220,2,1,98,CHEM110,1,1,72,IST110,2,1,71
mte5290@lionstate.edu,CHEM112,1,1,82,MATH231,1,1,63,DS220,2,1,60
khe4237@lionstate.edu,DS220,1,1,85,CMPSC475,2,1,100,CSE583,2,1,85
rto9639@lionstate.edu,CMPSC132,1,1,82,EE311,2,1,88,CHEM112,1,1,89
jre4487@lionstate.edu,CMPEN454,1,1,92,CMPEN411,2,1,93,CMPSC131,1,1,64
mco4950@lionstate.edu,EE311,1,1,73,CHEM112,1,1,79,CMPEN270,2,1,66
ocr4281@lionstate.edu,ECON201,2,1,92,CMPSC497,2,1,100,STAT319,1,1,87
ppo3674@lionstate.edu,CMPSC132,2,1,97,STAT318,1,1,79,ECON102,1,1,85
sro6593@lionstate.edu,MATH141,1,1,67,EE352,1,1,92,CMPEN331,2,1,84
mbe8122@lionstate.edu,PHYS214,2,1,94,EE340,2,1,72,ECON101,2,1,87
mta1412@lionstate.edu,EE211,2,1,92,EE352,2,1,77,EE210,1,1,61
ssc5113@lionstate.edu,EE210,2,1,79,CMPEN351,1,1,66,MATH140,2,1,75
lto8681@lionstate.edu,ECON201,1,1,71,CMPSC431W,1,1,83,DS120,1,1,85
mmo9633@lionstate.edu,STAT318,2,1,87,CMPSC497,1,1,79,DS220,2,1,87
mku3286@lionstate.edu,CMPSC311,1,1,97,EE330,1,1,64,EE353,1,1,98
jku4357@lionstate.edu,CSE583,1,1,78,MATH141,1,1,71,STAT415,1,1,66
lcr9996@lionstate.edu,CMPSC131,2,1,100,CMPSC497,2,1,83,CMPSC475,1,1,80
jst7299@lionstate.edu,MATH231,1,1,73,STAT318,2,1,63,PHYS212,2,1,95
ssc3796@lionstate.edu,MATH140,2,1,62,ECON101,1,1,80,STAT415,1,1,82
mad5228@lionstate.edu,PHYS213,2,1,87,PHYS211,2,1,89,DS220,1,1,91
swa2238@lionstate.edu,CHEM111,1,1,94,CMPSC132,1,1,84,CMPEN411,2,1,63
sma7982@lionstate.edu,DS120,2,1,64,EE311,2,1,93,CMPEN331,1,1,99
mlu2848@lionstate.edu,EE340,1,1,96,STAT318,1,1,79,CHEM110,2,1,73
khe2935@lionstate.edu,ECON101,2,1,93,MATH230,2,1,79,EE212,2,1,61
kte7157@lionstate.edu,CMPSC497,2,1,83,CMPSC475,1,1,97,PHYS214,1,1,61
kri6727@lionstate.edu,CHEM112,1,1,98,IST558,2,1,64,EE212,2,1,94
kor8639@lionstate.edu,PHYS213,2,1,94,CMPSC360,2,1,80,CSE583,2,1,96
mfi6371@lionstate.edu,CMPSC311,2,1,72,CMPSC431W,1,1,85,MATH231,1,1,72
mkr4574@lionstate.edu,IST128,2,1,68,CHEM110,2,1,77,CSE583,2,1,85
smu8714@lionstate.edu,ECON102,2,1,85,MATH231,2,1,71,CMPEN411,1,1,97
rbi9155@lionstate.edu,CMPSC132,1,1,98,CMPEN362,1,1,71,ECON102,2,1,77
jro5974@lionstate.edu,EE330,1,1,87,ECON101,1,1,62,STAT318,1,1,73
ktr6772@lionstate.edu,EE352,1,1,72,CMPEN270,1,1,66,CSE583,1,1,72
wda9016@lionstate.edu,CHEM112,2,1,66,CHEM110,2,1,63,EE330,2,1,66
rfa8532@lionstate.edu,CMPSC311,1,1,80,EE311,1,1,79,STAT318,1,1,66
mne6555@lionstate.edu,CMPEN351,2,1,85,CMPSC475,2,1,86,PHYS213,1,1,94
sre4987@lionstate.edu,CMPEN270,2,1,77,EE211,2,1,61,DS120,2,1,83
tmc7639@lionstate.edu,ECON201,2,1,99,STAT414,1,1,94,IST110,1,1,79
lsc9165@lionstate.edu,DS220,1,1,65,PHYS214,2,1,92,EE211,1,1,64
rra4659@lionstate.edu,IST110,2,1,70,CMPSC311,2,1,71,STAT318,1,1,75
qjo2835@lionstate.edu,CMPSC461,1,1,62,PHYS214,1,1,75,CMPSC448,2,1,75
jpr1678@lionstate.edu,ECON101,1,1,78,EE311,2,1,69,MATH140,1,1,61
msm4734@lionstate.edu,STAT318,2,1,99,CHEM112,1,1,66,CMPEN431,1,1,61
smc5761@lionstate.edu,CMPEN270,2,1,67,STAT318,1,1,99,CMPEN441,2,1,62
mpo6230@lionstate.edu,CMPSC311,2,1,71,CMPEN270,2,1,84,PHYS212,1,1,60
